Replace Name,Date,Code,Course,Description,Period
SDUNT567,3/24/23,A,0001W1-001,WIN,2
SDUNT305,3/24/23,A-E,0001W1-001,WIN,2
SDUNT443,3/24/23,A,0001W1-001,WIN,2
SDUNT550,3/24/23,A-E,0001W1-001,WIN,2
SDUNT015,3/24/23,A,0001W1-001,WIN,2
SDUNT176,3/24/23,A,0001W1-001,WIN,2
SDUNT338,3/24/23,A,0001W1-001,WIN,2
SDUNT177,3/24/23,A,0001W1-001,WIN,2
SDUNT340,3/24/23,A,0001W1-001,WIN,2
SDUNT341,3/24/23,A,0001W1-001,WIN,2
SDUNT285,3/24/23,A,0001W1-001,WIN,2
SDUNT140,3/24/23,A,0001W1-001,WIN,2
SDUNT229,3/24/23,A,0001W1-001,WIN,2
SDUNT063,3/24/23,A,0001W1-001,WIN,2
SDUNT310,3/24/23,A-E,0001W1-001,WIN,2
SDUNT178,3/24/23,A-E,0001W1-001,WIN,2
SDUNT179,3/24/23,A-E,0001W1-001,WIN,2
SDUNT342,3/24/23,A-E,0001W1-001,WIN,2
SDUNT252,3/24/23,A-E,0001W1-001,WIN,2
SDUNT484,3/24/23,A,0001W1-001,WIN,2
SDUNT065,3/24/23,A-E,0001W1-001,WIN,2
SDUNT343,3/24/23,A,0001W1-001,WIN,2
SDUNT018,3/24/23,A-E,0001W1-001,WIN,2
SDUNT233,3/24/23,A-E,0001W1-001,WIN,2
SDUNT552,3/24/23,A-E,0001W1-001,WIN,2
SDUNT622,3/24/23,A-E,0001W1-001,WIN,2
SDUNT071,3/24/23,A-E,0001W1-001,WIN,2
SDUNT023,3/24/23,A,0001W1-001,WIN,2
SDUNT142,3/24/23,T,0001W1-001,WIN,2
SDUNT469,3/24/23,A,0001W1-001,WIN,2
SDUNT287,3/24/23,A,0001W1-001,WIN,2
SDUNT026,3/24/23,A,0001W1-001,WIN,2
SDUNT470,3/24/23,A,0001W1-001,WIN,2
SDUNT502,3/24/23,A-E,0001W1-001,WIN,2
SDUNT574,3/24/23,A-E,0001W1-001,WIN,2
SDUNT182,3/24/23,A,0001W1-001,WIN,2
SDUNT604,3/24/23,A-E,0001W1-001,WIN,2
SDUNT349,3/24/23,A-E,0001W1-001,WIN,2
SDUNT576,3/24/23,A-E,0001W1-001,WIN,2
SDUNT236,3/24/23,A,0001W1-001,WIN,2
SDUNT409,3/24/23,A-E,0001W1-001,WIN,2
SDUNT605,3/24/23,A,0001W1-001,WIN,2
SDUNT452,3/24/23,A,0001W1-001,WIN,2
SDUNT489,3/24/23,A-E,0001W1-001,WIN,2
SDUNT352,3/24/23,A-E,0001W1-001,WIN,2
SDUNT035,3/24/23,A-E,0001W1-001,WIN,2
SDUNT084,3/24/23,A-E,0001W1-001,WIN,2
SDUNT607,3/24/23,A,0001W1-001,WIN,2
SDUNT626,3/24/23,A-E,0001W1-001,WIN,2
SDUNT510,3/24/23,A,0001W1-001,WIN,2
SDUNT491,3/24/23,A,0001W1-001,WIN,2
SDUNT085,3/24/23,A,0001W1-001,WIN,2
SDUNT292,3/24/23,A,0001W1-001,WIN,2
SDUNT319,3/24/23,A-E,0001W1-001,WIN,2
SDUNT627,3/24/23,A,0001W1-001,WIN,2
SDUNT614,3/24/23,A-E,0001W1-001,WIN,2
SDUNT191,3/24/23,A,0001W1-001,WIN,2
SDUNT093,3/24/23,A,0001W1-001,WIN,2
SDUNT356,3/24/23,A-E,0001W1-001,WIN,2
SDUNT192,3/24/23,A-E,0001W1-001,WIN,2
SDUNT609,3/24/23,A-E,0001W1-001,WIN,2
SDUNT610,3/24/23,A-E,0001W1-001,WIN,2
SDUNT194,3/24/23,A,0001W1-001,WIN,2
SDUNT496,3/24/23,A-E,0001W1-001,WIN,2
SDUNT323,3/24/23,A-E,0001W1-001,WIN,2
SDUNT297,3/24/23,A-E,0001W1-001,WIN,2
SDUNT427,3/24/23,A-E,0001W1-001,WIN,2
SDUNT462,3/24/23,A-E,0001W1-001,WIN,2
SDUNT049,3/24/23,A,0001W1-001,WIN,2
SDUNT102,3/24/23,A,0001W1-001,WIN,2
SDUNT361,3/24/23,A-E,0001W1-001,WIN,2
SDUNT052,3/24/23,A,0001W1-001,WIN,2
SDUNT363,3/24/23,A,0001W1-001,WIN,2
SDUNT596,3/24/23,A,0001W1-001,WIN,2
SDUNT364,3/24/23,A,0001W1-001,WIN,2
SDUNT155,3/24/23,A,0001W1-001,WIN,2
SDUNT053,3/24/23,A,0001W1-001,WIN,2
SDUNT249,3/24/23,A-E,0001W1-001,WIN,2
SDUNT378,3/24/23,A,0001W1-001,WIN,2
SDUNT367,3/24/23,A-E,0001W1-001,WIN,2
SDUNT385,3/24/23,A-E,5031-005,Math 3 (Pre-Calculus) H,3
SDUNT620,3/24/23,A-E,5031-010,Math 3 (Pre-Calculus) H,3
SDUNT175,3/24/23,A-E,5031-002,Math 3 (Pre-Calculus) H,3
SDUNT217,3/24/23,A-E,6381-001,Organic Chemistry ACP,3
SDUNT372,3/24/23,A-E,2951-001,Chinese 5 H,3
SDUNT305,3/24/23,A-E,6011-004,Biology Lab H,3
SDUNT550,3/24/23,A-E,1291-007,AP English 11,3
SDUNT177,3/24/23,A,4501-003,AP Psychology,3
SDUNT341,3/24/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT310,3/24/23,A-E,5031-010,Math 3 (Pre-Calculus) H,3
SDUNT178,3/24/23,A-E,4561-002,AP Comparative Government,3
SDUNT342,3/24/23,A-E,6381-001,Organic Chemistry ACP,3
SDUNT252,3/24/23,A-E,5081-006,AP Calculus 4 AB,3
SDUNT065,3/24/23,A-E,4381-005,American Studies (History) H,3
SDUNT018,3/24/23,A-E,4601-001,Law and Society ACP,3
SDUNT233,3/24/23,A-E,5041-002,AP Calculus 4 BC,3
SDUNT622,3/24/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT071,3/24/23,A-E,2421-009,Intermediate Spanish 2 ACP,3
SDUNT141,3/24/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT287,3/24/23,A,4561-002,AP Comparative Government,3
SDUNT026,3/24/23,T,5621-001,Data Science ACP,3
SDUNT502,3/24/23,A-E,4501-003,AP Psychology,3
SDUNT574,3/24/23,A-E,5041-003,AP Calculus 4 BC,3
SDUNT604,3/24/23,A-E,4501-003,AP Psychology,3
SDUNT077,3/24/23,D-E,2951-001,Chinese 5 H,3
SDUNT029,3/24/23,T,6381-001,Organic Chemistry ACP,3
SDUNT236,3/24/23,A,5041-002,AP Calculus 4 BC,3
SDUNT409,3/24/23,A-E,6111-006,Biology Lab ACP,3
SDUNT031,3/24/23,A,6061-002,AP Chemistry Lab,3
SDUNT489,3/24/23,A-E,5081-006,AP Calculus 4 AB,3
SDUNT613,3/24/23,A-E,2421-009,Intermediate Spanish 2 ACP,3
SDUNT352,3/24/23,A-E,2951-001,Chinese 5 H,3
SDUNT035,3/24/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT626,3/24/23,A-E,6061-002,AP Chemistry Lab,3
SDUNT491,3/24/23,A,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT291,3/24/23,A,4011-001,Leadership in a DiverseSociety,3
SDUNT627,3/24/23,A,2321-006,Novice Spanish 2 ACP,3
SDUNT240,3/24/23,A-E,4601-001,Law and Society ACP,3
SDUNT191,3/24/23,A,0031-005,Fitness Indoor,3
SDUNT356,3/24/23,A-E,2811-001,Latin 1 ACP,3
SDUNT192,3/24/23,A-E,5031-005,Math 3 (Pre-Calculus) H,3
SDUNT609,3/24/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT194,3/24/23,T,2421-006,Intermediate Spanish 2 ACP,3
SDUNT323,3/24/23,A-E,4011-001,Leadership in a DiverseSociety,3
SDUNT297,3/24/23,A-E,4561-002,AP Comparative Government,3
SDUNT427,3/24/23,A-E,5081-006,AP Calculus 4 AB,3
SDUNT361,3/24/23,A-E,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT299,3/24/23,A,4561-002,AP Comparative Government,3
SDUNT249,3/24/23,A-E,6381-001,Organic Chemistry ACP,3
SDUNT367,3/24/23,A-E,1361-007,Art and Technique of Film H,3
SDUNT369,3/24/23,A,2951-001,Chinese 5 H,3
SDUNT055,3/24/23,A,6301-001,Anatomy & Physiology Lab ACP,3
SDUNT385,3/24/23,A-E,4311-005,U.S. History ACP,4
SDUNT280,3/24/23,A-E,6051-001,AP Biology Lab,4
SDUNT175,3/24/23,A-E,6061-003,AP Chemistry Lab,4
SDUNT332,3/24/23,A,4641-001,Digital Media & the Impact of the Internet H,4
SDUNT217,3/24/23,A-E,4531-001,Ethics in the Modern World H,4
SDUNT439,3/24/23,T,4381-002,American Studies (History) H,4
SDUNT545,3/24/23,A-E,2441-002,Spanish 4 ACP,4
SDUNT372,3/24/23,A-E,6071-002,AP Physics Lab,4
SDUNT060,3/24/23,T,0051-012,Stress Management,4
SDUNT583,3/24/23,T,1371-007,Art and Technique of Film ACP,4
SDUNT305,3/24/23,A-E,4301-004,AP US History,4
SDUNT550,3/24/23,A-E,6011-002,Biology Lab H,4
SDUNT177,3/24/23,A,5141-004,Intro to Calculus ACP Acc,4
SDUNT521,3/24/23,A-E,4301-004,AP US History,4
SDUNT310,3/24/23,A-E,6011-010,Biology Lab H,4
SDUNT252,3/24/23,A-E,0091-004,Health Trends,4
SDUNT484,3/24/23,A,4651-001,Digital Media & the Impact of the Internet ACP,4
SDUNT065,3/24/23,A-E,5031-007,Math 3 (Pre-Calculus) H,4
SDUNT018,3/24/23,A-E,6031-001,Physics Lab H,4
SDUNT019,3/24/23,T,2751-001,Italian 5 ACP,4
SDUNT622,3/24/23,A-E,1401-002,Women in Literature and Society H,4
SDUNT071,3/24/23,A-E,4391-001,American Studies (History) ACP,4
SDUNT469,3/24/23,A-E,5141-004,Intro to Calculus ACP Acc,4
SDUNT287,3/24/23,A,1361-005,Art and Technique of Film H,4
SDUNT502,3/24/23,A-E,6051-001,AP Biology Lab,4
SDUNT574,3/24/23,A-E,1321-001,Diverse Perspectives in Lit H,4
SDUNT182,3/24/23,A,6031-001,Physics Lab H,4
SDUNT604,3/24/23,A-E,60511-001,Advanced Biology Lab ACP,4
SDUNT348,3/24/23,A-E,4641-001,Digital Media & the Impact of the Internet H,4
SDUNT576,3/24/23,A-E,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT236,3/24/23,A,1331-001,Diverse Perspectives in Lit ACP,4
SDUNT409,3/24/23,A-E,2441-002,Spanish 4 ACP,4
SDUNT489,3/24/23,A-E,4531-001,Ethics in the Modern World H,4
SDUNT167,3/24/23,T,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT352,3/24/23,A-E,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT033,3/24/23,A-E,5081-002,AP Calculus 4 AB,4
SDUNT035,3/24/23,A-E,5081-002,AP Calculus 4 AB,4
SDUNT084,3/24/23,A-E,5051-001,AP Statistics,4
SDUNT607,3/24/23,T,6301-002,Anatomy & Physiology Lab ACP,4
SDUNT626,3/24/23,A-E,6011-002,Biology Lab H,4
SDUNT291,3/24/23,T,5141-005,Intro to Calculus ACP Acc,4
SDUNT319,3/24/23,A-E,8021-001,Family Singers H,4
SDUNT627,3/24/23,A,4391-001,American Studies (History) ACP,4
SDUNT036,3/24/23,T,6051-001,AP Biology Lab,4
SDUNT494,3/24/23,A-E,1411-002,Women in Literature and Society ACP,4
SDUNT043,3/24/23,A-E,2841-001,Latin 4 H,4
SDUNT356,3/24/23,A-E,4531-001,Ethics in the Modern World H,4
SDUNT192,3/24/23,A-E,1211-005,American Studies (English) H,4
SDUNT609,3/24/23,A-E,4541-001,Ethics in the Modern World ACP,4
SDUNT610,3/24/23,A-E,5141-005,Intro to Calculus ACP Acc,4
SDUNT047,3/24/23,A-E,5081-002,AP Calculus 4 AB,4
SDUNT323,3/24/23,A-E,2321-005,Novice Spanish 2 ACP,4
SDUNT359,3/24/23,T,6031-001,Physics Lab H,4
SDUNT297,3/24/23,A-E,6031-001,Physics Lab H,4
SDUNT497,3/24/23,A,2881-001,Latin 4 ACP,4
SDUNT427,3/24/23,A-E,4311-005,U.S. History ACP,4
SDUNT361,3/24/23,A-E,5801-042,Class Aide Math,4
SDUNT249,3/24/23,A-E,6071-002,AP Physics Lab,4
SDUNT385,3/24/23,A-E,0031-011,Fitness Indoor,5
SDUNT280,3/24/23,A-E,13141-003,Philosophy as Literature ACP,5
SDUNT175,3/24/23,A-E,2441-003,Spanish 4 ACP,5
SDUNT004,3/24/23,A-E,6071-003,AP Physics Lab,5
SDUNT216,3/24/23,A-E,1501-002,Horror & SciFi Literature ACP,5
SDUNT221,3/24/23,D,4481-001,Modern America H,5
SDUNT372,3/24/23,A-E,1301-002,AP English 12,5
SDUNT225,3/24/23,D,0261-002,Dance in Action,5
SDUNT442,3/24/23,A-E,2441-003,Spanish 4 ACP,5
SDUNT202,3/24/23,A,5161-004,Math 1 ACP,5
SDUNT305,3/24/23,A-E,7091-001,Art Major 2 ACP,5
SDUNT550,3/24/23,A-E,5131-006,Math 3 ACP Accelerated (Pre-Calculus),5
SDUNT177,3/24/23,A,13141-003,Philosophy as Literature ACP,5
SDUNT229,3/24/23,T,5531-002,Computer Science Principles H,5
SDUNT310,3/24/23,A-E,7051-001,Ceramics Minor 1,5
SDUNT178,3/24/23,A-E,1361-004,Art and Technique of Film H,5
SDUNT342,3/24/23,A-E,2321-002,Novice Spanish 2 ACP,5
SDUNT484,3/24/23,T,1501-002,Horror & SciFi Literature ACP,5
SDUNT065,3/24/23,A-E,1211-006,American Studies (English) H,5
SDUNT018,3/24/23,A-E,2471-002,Spanish 4 H,5
SDUNT600,3/24/23,A-E,6371-001,Forensics Lab ACP,5
SDUNT622,3/24/23,A-E,4481-001,Modern America H,5
SDUNT071,3/24/23,A-E,7161-002,Photography Minor 2,5
SDUNT574,3/24/23,A-E,5531-002,Computer Science Principles H,5
SDUNT182,3/24/23,A,1301-002,AP English 12,5
SDUNT604,3/24/23,A-E,1311-003,Philosophy as Literature H,5
SDUNT077,3/24/23,A-E,5531-002,Computer Science Principles H,5
SDUNT576,3/24/23,A-E,4501-006,AP Psychology,5
SDUNT409,3/24/23,A-E,5531-002,Computer Science Principles H,5
SDUNT489,3/24/23,A-E,2121-002,Intermediate French 2 ACP,5
SDUNT352,3/24/23,A-E,0031-011,Fitness Indoor,5
SDUNT033,3/24/23,A-E,7051-001,Ceramics Minor 1,5
SDUNT035,3/24/23,A-E,4601-002,Law and Society ACP,5
SDUNT084,3/24/23,A-E,2441-003,Spanish 4 ACP,5
SDUNT626,3/24/23,A-E,3131-014,Academic Study,5
SDUNT319,3/24/23,A-E,5031-008,Math 3 (Pre-Calculus) H,5
SDUNT504,3/24/23,A,4501-006,AP Psychology,5
SDUNT494,3/24/23,A-E,5531-002,Computer Science Principles H,5
SDUNT356,3/24/23,A-E,0261-002,Dance in Action,5
SDUNT192,3/24/23,A-E,6011-012,Biology Lab H,5
SDUNT609,3/24/23,A-E,5621-003,Data Science ACP,5
SDUNT610,3/24/23,A-E,1311-003,Philosophy as Literature H,5
SDUNT047,3/24/23,A-E,13141-003,Philosophy as Literature ACP,5
SDUNT323,3/24/23,A-E,0261-002,Dance in Action,5
SDUNT297,3/24/23,A-E,1301-002,AP English 12,5
SDUNT427,3/24/23,A-E,80911-001,Wind Ensemble H - Quarter,5
SDUNT595,3/24/23,A-E,4501-006,AP Psychology,5
SDUNT361,3/24/23,A-E,4501-006,AP Psychology,5
SDUNT596,3/24/23,A,6371-001,Forensics Lab ACP,5
SDUNT249,3/24/23,A-E,8601-004,Entrepreneurship,5
SDUNT367,3/24/23,A-E,6371-001,Forensics Lab ACP,5
SDUNT157,3/24/23,T,5531-002,Computer Science Principles H,5
SDUNT432,3/24/23,D-E,4301-002,AP US History,5
SDUNT327,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT200,3/23/23,A-E,5041-004,AP Calculus 4 BC,1
SDUNT611,3/23/23,A-E,4301-001,AP US History,1
SDUNT475,3/23/23,A-E,6031-002,Physics Lab H,1
SDUNT158,3/23/23,A-E,91641-001,Drafting: Architectural Major 2 H,1
SDUNT280,3/23/23,A,5051-003,AP Statistics,1
SDUNT478,3/23/23,A-E,2471-001,Spanish 4 H,1
SDUNT331,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT201,3/23/23,A-E,1311-001,Philosophy as Literature H,1
SDUNT007,3/23/23,T,2431-001,Spanish 3 ACP,1
SDUNT590,3/23/23,T,1421-001,Lit and Comp for College ACP,1
SDUNT335,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT011,3/23/23,T,1421-001,Lit and Comp for College ACP,1
SDUNT372,3/23/23,A-E,8131-001,AP Music Theory,1
SDUNT539,3/23/23,T,1381-001,Asian American Literature H,1
SDUNT265,3/23/23,A-E,1201-002,English 11 H,1
SDUNT059,3/23/23,T,1231-001,American Studies (English) ACP,1
SDUNT225,3/23/23,A-E,6071-001,AP Physics Lab,1
SDUNT567,3/23/23,T,2131-001,French 3 ACP,1
SDUNT550,3/23/23,A-E,4301-001,AP US History,1
SDUNT227,3/23/23,T,6071-001,AP Physics Lab,1
SDUNT177,3/23/23,T,6031-002,Physics Lab H,1
SDUNT572,3/23/23,T,6071-001,AP Physics Lab,1
SDUNT228,3/23/23,T,1381-001,Asian American Literature H,1
SDUNT229,3/23/23,A-E,6011-007,Biology Lab H,1
SDUNT310,3/23/23,A-E,4301-001,AP US History,1
SDUNT484,3/23/23,A,3131-015,Academic Study,1
SDUNT233,3/23/23,T,4401-001,AP European History,1
SDUNT552,3/23/23,A-E,4301-001,AP US History,1
SDUNT449,3/23/23,T,6111-002,Biology Lab ACP,1
SDUNT622,3/23/23,A-E,6071-001,AP Physics Lab,1
SDUNT312,3/23/23,T,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT119,3/23/23,A-E,1221-002,English 11 ACP,1
SDUNT403,3/23/23,A-E,2441-005,Spanish 4 ACP,1
SDUNT027,3/23/23,A-E,8601-002,Entrepreneurship,1
SDUNT555,3/23/23,T,4311-002,U.S. History ACP,1
SDUNT349,3/23/23,T,2961-001,AP Chinese,1
SDUNT382,3/23/23,T,2961-001,AP Chinese,1
SDUNT452,3/23/23,A,4401-001,AP European History,1
SDUNT613,3/23/23,A-E,4301-001,AP US History,1
SDUNT033,3/23/23,A-E,0331-008,Career Wellness,1
SDUNT353,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT627,3/23/23,A,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT579,3/23/23,T,6071-001,AP Physics Lab,1
SDUNT559,3/23/23,A-E,6011-007,Biology Lab H,1
SDUNT242,3/23/23,A-E,1501-001,Horror & SciFi Literature ACP,1
SDUNT455,3/23/23,A,2441-005,Spanish 4 ACP,1
SDUNT541,3/23/23,A-E,4421-002,Mid East & Latin Amr Honors,1
SDUNT041,3/23/23,T,2961-001,AP Chinese,1
SDUNT191,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT044,3/23/23,A-E,1381-001,Asian American Literature H,1
SDUNT045,3/23/23,T,4421-002,Mid East & Latin Amr Honors,1
SDUNT210,3/23/23,A-E,8131-001,AP Music Theory,1
SDUNT357,3/23/23,A-E,5081-004,AP Calculus 4 AB,1
SDUNT323,3/23/23,T,5131-001,Math 3 ACP Accelerated (Pre-Calculus),1
SDUNT258,3/23/23,A-E,4401-001,AP European History,1
SDUNT512,3/23/23,A-E,8131-001,AP Music Theory,1
SDUNT049,3/23/23,T,4401-001,AP European History,1
SDUNT247,3/23/23,T,1391-001,Asian American Literature ACP,1
SDUNT363,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT299,3/23/23,A,6031-002,Physics Lab H,1
SDUNT197,3/23/23,T,2131-001,French 3 ACP,1
SDUNT249,3/23/23,A-E,89111-002,Carpentry Major 3 ACP (Adj),1
SDUNT250,3/23/23,T,2961-001,AP Chinese,1
SDUNT135,3/23/23,T,2961-001,AP Chinese,1
SDUNT369,3/23/23,T,5081-004,AP Calculus 4 AB,1
SDUNT565,3/23/23,T,4301-001,AP US History,1
SDUNT200,3/23/23,A-E,2481-001,AP Spanish,2
SDUNT056,3/23/23,A,5031-004,Math 3 (Pre-Calculus) H,2
SDUNT611,3/23/23,A-E,1201-003,English 11 H,2
SDUNT158,3/23/23,A-E,91641-001,Drafting: Architectural Major 2 H,2
SDUNT158,3/23/23,A-E,7011-001,Art Minor 1,2
SDUNT478,3/23/23,A-E,5511-002,Computer Programming H,2
SDUNT201,3/23/23,A-E,2481-001,AP Spanish,2
SDUNT333,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT220,3/23/23,A,5511-002,Computer Programming H,2
SDUNT372,3/23/23,A-E,0221-001,Teaming Through Sports Indoor,2
SDUNT059,3/23/23,T,6111-004,Biology Lab ACP,2
SDUNT225,3/23/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT550,3/23/23,A-E,9351-001,Graphic Comm Major 2 ACP,2
SDUNT338,3/23/23,A,2451-002,Spanish 5 ACP,2
SDUNT340,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT229,3/23/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT310,3/23/23,A-E,0321-001,Methods and Issues in Coaching,2
SDUNT179,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT252,3/23/23,A,6051-002,AP Biology Lab,2
SDUNT253,3/23/23,A-E,1401-001,Women in Literature and Society H,2
SDUNT552,3/23/23,T,8901-001,Carpentry Major 2 ACP,2
SDUNT622,3/23/23,A-E,89011-001,Carpentry Major 2 ACP (Adj),2
SDUNT119,3/23/23,A-E,4301-003,AP US History,2
SDUNT072,3/23/23,T,4311-003,U.S. History ACP,2
SDUNT403,3/23/23,A-E,1291-002,AP English 11,2
SDUNT347,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT376,3/23/23,T,4501-001,AP Psychology,2
SDUNT613,3/23/23,A-E,93421-001,Graphic Comm Major 2 ACP (Adj),2
SDUNT033,3/23/23,A-E,2631-001,Italian 3 H,2
SDUNT607,3/23/23,T,1371-001,Art and Technique of Film ACP,2
SDUNT626,3/23/23,A,4381-004,American Studies (History) H,2
SDUNT416,3/23/23,T,1291-002,AP English 11,2
SDUNT239,3/23/23,T,0031-004,Fitness Indoor,2
SDUNT627,3/23/23,A,6111-004,Biology Lab ACP,2
SDUNT559,3/23/23,A-E,4311-003,U.S. History ACP,2
SDUNT492,3/23/23,T,1361-001,Art and Technique of Film H,2
SDUNT541,3/23/23,A-E,1311-002,Philosophy as Literature H,2
SDUNT093,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT356,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT044,3/23/23,A-E,2451-002,Spanish 5 ACP,2
SDUNT210,3/23/23,A-E,2481-001,AP Spanish,2
SDUNT357,3/23/23,A-E,6051-002,AP Biology Lab,2
SDUNT323,3/23/23,T,4311-003,U.S. History ACP,2
SDUNT297,3/23/23,A-E,5081-005,AP Calculus 4 AB,2
SDUNT258,3/23/23,A-E,1371-001,Art and Technique of Film ACP,2
SDUNT512,3/23/23,A-E,4311-003,U.S. History ACP,2
SDUNT361,3/23/23,T,5081-005,AP Calculus 4 AB,2
SDUNT052,3/23/23,A,4501-001,AP Psychology,2
SDUNT248,3/23/23,A,1301-003,AP English 12,2
SDUNT249,3/23/23,A-E,89111-002,Carpentry Major 3 ACP (Adj),2
SDUNT200,3/23/23,A-E,6071-003,AP Physics Lab,3
SDUNT611,3/23/23,A-E,2471-002,Spanish 4 H,3
SDUNT158,3/23/23,A-E,5621-003,Data Science ACP,3
SDUNT201,3/23/23,A-E,6071-003,AP Physics Lab,3
SDUNT372,3/23/23,A-E,1301-002,AP English 12,3
SDUNT265,3/23/23,A-E,2641-001,Italian 4 H,3
SDUNT225,3/23/23,A-E,0261-002,Dance in Action,3
SDUNT392,3/23/23,T,2471-002,Spanish 4 H,3
SDUNT566,3/23/23,A,0031-011,Fitness Indoor,3
SDUNT394,3/23/23,A,5131-006,Math 3 ACP Accelerated (Pre-Calculus),3
SDUNT550,3/23/23,A-E,5131-006,Math 3 ACP Accelerated (Pre-Calculus),3
SDUNT227,3/23/23,T,5531-002,Computer Science Principles H,3
SDUNT229,3/23/23,A-E,5531-002,Computer Science Principles H,3
SDUNT310,3/23/23,A-E,7051-001,Ceramics Minor 1,3
SDUNT179,3/23/23,T,4481-001,Modern America H,3
SDUNT484,3/23/23,T,1501-002,Horror & SciFi Literature ACP,3
SDUNT065,3/23/23,A-E,1211-006,American Studies (English) H,3
SDUNT622,3/23/23,A-E,4481-001,Modern America H,3
SDUNT119,3/23/23,A-E,6011-012,Biology Lab H,3
SDUNT404,3/23/23,A-E,0331-011,Career Wellness,3
SDUNT408,3/23/23,A-E,5031-008,Math 3 (Pre-Calculus) H,3
SDUNT033,3/23/23,A-E,7051-001,Ceramics Minor 1,3
SDUNT490,3/23/23,A-E,6371-001,Forensics Lab ACP,3
SDUNT579,3/23/23,T,4501-006,AP Psychology,3
SDUNT559,3/23/23,A-E,0261-002,Dance in Action,3
SDUNT541,3/23/23,A-E,1301-002,AP English 12,3
SDUNT192,3/23/23,A-E,6011-012,Biology Lab H,3
SDUNT044,3/23/23,A-E,6011-012,Biology Lab H,3
SDUNT609,3/23/23,A,5621-003,Data Science ACP,3
SDUNT210,3/23/23,A-E,82011-002,Acting 1 ACP,3
SDUNT357,3/23/23,A-E,0331-011,Career Wellness,3
SDUNT297,3/23/23,A-E,1301-002,AP English 12,3
SDUNT512,3/23/23,A-E,3131-030,Academic Study,3
SDUNT244,3/23/23,A-E,6071-003,AP Physics Lab,3
SDUNT536,3/23/23,A,1201-006,English 11 H,3
SDUNT299,3/23/23,A,3111-011,Academic Study,3
SDUNT249,3/23/23,A-E,8601-004,Entrepreneurship,3
SDUNT200,3/23/23,A-E,5611-002,Data Science H,4
SDUNT478,3/23/23,A-E,1301-001,AP English 12,4
SDUNT225,3/23/23,A-E,5531-001,Computer Science Principles H,4
SDUNT229,3/23/23,A-E,8051-001,Symphony Orchestra-Strings ACP,4
SDUNT622,3/23/23,A-E,5531-001,Computer Science Principles H,4
SDUNT613,3/23/23,A-E,6011-009,Biology Lab H,4
SDUNT033,3/23/23,A-E,8551-002,Accounting 1 ACP,4
SDUNT541,3/23/23,A-E,5531-001,Computer Science Principles H,4
SDUNT044,3/23/23,A-E,4501-004,AP Psychology,4
SDUNT210,3/23/23,A-E,5611-002,Data Science H,4
SDUNT357,3/23/23,A-E,4501-004,AP Psychology,4
SDUNT297,3/23/23,A-E,5051-006,AP Statistics,4
SDUNT258,3/23/23,A-E,2051-001,AP French,4
SDUNT249,3/23/23,A-E,1361-002,Art and Technique of Film H,4
SDUNT200,3/23/23,A-E,0001W1-001,WIN,5
SDUNT435,3/23/23,A,0001W1-001,WIN,5
SDUNT611,3/23/23,A-E,0001W1-001,WIN,5
SDUNT158,3/23/23,A-E,0001W1-001,WIN,5
SDUNT280,3/23/23,T,0001W1-001,WIN,5
SDUNT478,3/23/23,A-E,0001W1-001,WIN,5
SDUNT201,3/23/23,A-E,0001W1-001,WIN,5
SDUNT005,3/23/23,A,0001W1-001,WIN,5
SDUNT590,3/23/23,A,0001W1-001,WIN,5
SDUNT251,3/23/23,A,0001W1-001,WIN,5
SDUNT223,3/23/23,A,0001W1-001,WIN,5
SDUNT372,3/23/23,A-E,0001W1-001,WIN,5
SDUNT138,3/23/23,A,0001W1-001,WIN,5
SDUNT391,3/23/23,A,0001W1-001,WIN,5
SDUNT265,3/23/23,A-E,0001W1-001,WIN,5
SDUNT265,3/23/23,A-E,4781-002,One to One Mentoring,5
