,School Name,School Type,Town,Grade,% African American,% Asian,% Native American,"% Native Hawaiian, Pacific Islander","% Multi-Race, Non-Hispanic",% Males,% Females,Average Class Size,Number of Students,% Graduated,% Still in School,AP_Score=1,AP_Score=2,AP_Score=3,AP_Score=4,AP_Score=5,Average SAT_Reading,Average SAT_Writing,Average SAT_Math
159,Harvard-Kent,Public School,Charlestown,"PK,K,01,02,03,04,05",23.0,29.1,0.2,0.2,2.8,55.8,44.2,16.8,532.0,,,,,,,,,,
160,Haynes Early Education Center,Public School,Roxbury,"PK,K,01",52.4,2.1,1.1,0.0,3.7,52.9,47.1,16.5,181.0,,,,,,,,,,
161,Henry Grew,Public School,Hyde Park,"PK,K,01,02,03,04,05",42.7,2.1,0.0,0.4,5.0,49.8,50.2,21.6,286.0,,,,,,,,,,
162,Higginson,Public School,Roxbury,"PK,K,01,02",41.0,0.6,0.0,0.6,2.9,54.3,45.7,17.7,196.0,,,,,,,,,,
163,Higginson/Lewis K-8,Public School,Roxbury,"K,01,02,03,04,05,06,07,08",51.5,0.8,0.6,0.0,5.1,55.2,44.8,18.1,438.0,,,,,,,,,,
164,Horace Mann School for the Deaf,Public School,Allston,"PK,K,01,02,04,05,06,07,08,09,10,11,12",37.8,6.7,0.0,0.0,3.3,61.1,38.9,5.8,106.0,,,,,,,,,,
165,Hugh Roe O'Donnell,Public School,East Boston,"PK,K,01,02,03,04,05",0.7,2.6,0.0,0.0,1.5,51.5,48.5,23.1,296.0,,,,,,,,,,
166,Jackson Mann,Public School,Allston,"PK,K,01,02,03,04,05,06,07,08",38.4,11.0,0.3,0.0,3.1,57.5,42.5,18.4,855.0,,,,,,,,,,
167,James Condon Elementary,Public School,South Boston,"PK,K,01,02,03,04,05,06,07",34.9,7.4,0.1,0.5,3.1,50.5,49.5,20.1,869.0,,,,,,,,,,
168,James J Chittick,Public School,Mattapan,"PK,K,01,02,03,04,05",64.2,1.7,0.0,0.0,3.7,55.1,44.9,15.5,331.0,,,,,,,,,,
169,James Otis,Public School,East Boston,"PK,K,01,02,03,04,05",5.0,2.0,0.0,0.0,1.5,48.5,51.5,17.3,415.0,,,,,,,,,,
170,James P Timilty Middle,Public School,Roxbury,"06,07,08",29.4,1.6,0.0,0.3,2.4,53.1,46.9,21.0,473.0,,,,,,,,,,
171,James W Hennigan,Public School,Jamaica Plain,"K,01,02,03,04,05,06,07,08",27.7,2.2,0.0,0.2,1.7,50.3,49.7,16.8,658.0,,,,,,,,,,
172,Jeremiah E Burke High,Public School,Dorchester,"09,10,11,12",72.8,0.6,0.0,0.0,0.8,51.9,48.1,18.2,554.0,74.0,9.5,80.0,20.0,5.0,0.0,0.0,355.0,347.0,380.0
173,John D Philbrick,Public School,Roslindale,"PK,K,01,02,03,04,05",40.7,1.2,0.0,0.6,2.9,52.9,47.1,22.0,168.0,,,,,,,,,,
174,John F Kennedy,Public School,Jamaica Plain,"PK,K,01,02,03,04,05",20.4,1.0,0.0,0.0,2.4,50.0,50.0,15.6,417.0,,,,,,,,,,
175,John W McCormack,Public School,Dorchester,"06,07,08",32.0,7.2,0.0,0.0,0.9,51.4,48.6,19.4,596.0,,,,,,,,,,
176,John Winthrop,Public School,Dorchester,"PK,K,01,02,03,04,05",58.4,2.7,0.6,1.5,4.0,46.5,53.5,18.7,362.0,,,,,,,,,,
177,Joseph J Hurley,Public School,Boston,"PK,K,01,02,03,04,05,06,07,08",6.2,0.6,0.0,0.0,2.5,49.3,50.7,19.2,357.0,,,,,,,,,,
178,Joseph Lee,Public School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",53.4,6.3,0.0,0.3,5.0,56.0,44.0,21.6,670.0,,,,,,,,,,
179,Joseph P Manning,Public School,Jamaica Plain,"PK,K,01,02,03,04,05",19.0,3.8,0.0,0.6,7.6,53.2,46.8,14.8,164.0,,,,,,,,,,
180,Joseph P Tynan,Public School,South Boston,"PK,K,01,02,03,04,05",39.2,8.2,0.0,0.0,6.3,58.2,41.8,11.1,358.0,,,,,,,,,,
181,Josiah Quincy,Public School,Boston,"PK,K,01,02,03,04,05",15.7,57.1,0.1,0.0,3.9,50.2,49.8,17.9,804.0,,,,,,,,,,
182,Joyce Kilmer,Public School,West Roxbury,"PK,K,01,02,03,04,05,06,07,08",13.6,8.7,0.0,0.2,5.1,54.3,45.7,18.9,483.0,,,,,,,,,,
183,King K-8,Public School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",63.3,0.8,0.2,0.4,4.1,51.4,48.6,20.8,518.0,,,,,,,,,,
184,Lee Academy,Public School,Dorchester,"PK,K,01,02",56.1,7.0,2.1,0.5,3.2,52.9,47.1,15.6,194.0,,,,,,,,,,
185,Lilla G. Frederick Middle School,Public School,Dorchester,"06,07,08",45.9,9.2,0.0,0.2,2.7,53.0,47.0,16.4,591.0,,,,,,,,,,
186,Lyndon,Public School,West Roxbury,"PK,K,01,02,03,04,05,06,07,08",8.8,2.1,0.0,0.0,2.7,51.7,48.3,17.9,551.0,,,,,,,,,,
187,Lyon K-8,Public School,Brighton,"K,01,02,03,04,05,06,07,08",15.8,10.1,0.0,0.0,7.2,55.4,44.6,15.0,137.0,,,,,,,,,,
188,Lyon Upper 9-12,Public School,Brighton,"09,10,11,12",24.6,6.3,0.0,0.0,4.8,50.0,50.0,11.9,124.0,88.2,8.8,,,,,,411.0,364.0,389.0
189,Madison Park High,Public School,Roxbury,"09,10,11,12",39.2,0.8,0.5,0.1,3.0,56.5,43.5,11.7,839.0,59.1,18.5,,,,,,352.0,346.0,358.0
190,Manassah E Bradley,Public School,East Boston,"PK,K,01,02,03,04,05",4.9,6.3,0.0,0.0,3.5,50.0,50.0,21.4,318.0,,,,,,,,,,
191,Margarita Muniz Academy,Public School,Boston,"09,10,11,12",4.2,0.0,0.0,0.0,1.1,40.1,59.9,17.5,288.0,76.3,20.0,13.0,22.0,35.0,29.0,5.0,362.0,368.0,402.0
192,Mario Umana Academy,Public School,East Boston,"PK,K,01,02,03,04,05,06,07,08",3.6,1.8,0.0,0.1,0.9,52.5,47.5,18.1,889.0,,,,,,,,,,
193,Mather,Public School,Dorchester,"PK,K,01,02,03,04,05",37.8,31.3,0.5,0.0,5.8,49.1,50.9,21.4,644.0,,,,,,,,,,
194,Mattahunt,Public School,Mattapan,"PK,K,01,02,03,04,05",71.5,0.2,0.2,0.0,2.4,50.2,49.8,15.6,716.0,,,,,,,,,,
195,Maurice J Tobin,Public School,Roxbury,"PK,K,01,02,03,04,05,06,07,08",31.8,0.2,0.2,0.2,1.9,50.5,49.5,19.6,494.0,,,,,,,,,,
196,Michael J Perkins,Public School,South Boston,"K,01,02,03,04,05",42.9,2.1,1.3,0.0,3.8,46.2,53.8,21.9,242.0,,,,,,,,,,
197,Mildred Avenue K-8,Public School,Mattapan,"PK,K,01,02,03,04,05,06,07,08",66.3,1.2,1.8,0.0,2.0,50.5,49.5,17.7,473.0,,,,,,,,,,
198,Mission Hill School,Public School,Jamaica Plain,"PK,K,01,02,03,04,05,06,07,08",20.7,0.5,0.5,0.5,6.9,58.5,41.5,31.2,237.0,,,,,,,,,,
199,Mozart,Public School,Roslindale,"PK,K,01,02,03,04,05",26.9,5.7,0.6,0.0,8.6,57.7,42.3,14.7,179.0,,,,,,,,,,
200,Nathan Hale,Public School,Roxbury,"PK,K,01,02,03,04,05",50.6,2.9,0.0,0.0,4.6,46.0,54.0,20.8,176.0,,,,,,,,,,
201,New Mission High School,Public School,Hyde Park,"09,10,11,12",65.0,0.3,0.6,0.0,1.3,50.9,49.1,16.5,316.0,98.7,0.0,134.0,70.0,15.0,7.0,1.0,397.0,404.0,428.0
202,O W Holmes,Public School,Dorchester,"PK,K,01,02,03,04,05",60.3,2.7,0.3,0.5,5.7,53.3,46.7,21.1,395.0,,,,,,,,,,
203,O'Bryant School Math/Science,Public School,Roxbury,"07,08,09,10,11,12",32.8,22.5,0.4,0.1,2.2,44.3,55.7,22.3,1423.0,95.6,2.4,179.0,238.0,166.0,68.0,43.0,482.0,482.0,527.0
204,Oliver Hazard Perry,Public School,South Boston,"PK,K,01,02,03,04,05,06,07,08",17.1,3.2,0.0,0.5,3.6,57.2,42.8,14.8,247.0,,,,,,,,,,
205,Orchard Gardens,Public School,Roxbury,"PK,K,01,02,03,04,05,06,07,08",46.8,1.5,0.5,0.3,2.1,51.2,48.8,20.6,896.0,,,,,,,,,,
206,Patrick J Kennedy,Public School,East Boston,"PK,K,01,02,03,04,05",2.4,2.0,0.0,0.0,0.7,53.2,46.8,21.8,307.0,,,,,,,,,,
207,Paul A Dever,Public School,Dorchester,"PK,K,01,02,03,04,05",22.9,5.5,0.2,0.2,2.4,53.5,46.5,17.4,507.0,,,,,,,,,,
208,Pauline Agassiz Shaw Elementary School,Public School,Dorchester,"PK,K,01,02",65.5,3.0,0.0,0.0,3.4,53.7,46.3,21.3,158.0,,,,,,,,,,
209,Phineas Bates,Public School,Roslindale,"PK,K,01,02,03,04,05",27.5,5.7,0.4,0.0,5.4,51.1,48.9,20.8,289.0,,,,,,,,,,
210,Quincy Upper School,Public School,Boston,"06,07,08,09,10,11,12",21.3,51.0,0.2,0.2,2.6,55.1,44.9,24.7,499.0,86.8,11.3,,,,,,409.0,409.0,459.0
211,Rafael Hernandez,Public School,Roxbury,"PK,K,01,02,03,04,05,06,07,08",2.2,0.0,0.0,0.0,2.0,45.5,54.5,22.0,408.0,,,,,,,,,,
212,Richard J Murphy,Public School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",18.7,38.9,0.3,0.4,3.4,53.5,46.5,22.8,950.0,,,,,,,,,,
213,Roger Clap,Public School,Dorchester,"PK,K,01,02,03,04,05",37.6,5.9,0.6,0.0,1.8,47.1,52.9,21.6,168.0,,,,,,,,,,
214,Samuel Adams,Public School,East Boston,"PK,K,01,02,03,04,05",4.1,0.3,0.7,0.0,1.4,53.1,46.9,15.9,312.0,,,,,,,,,,
215,Samuel W Mason,Public School,Roxbury,"PK,K,01,02,03,04,05",49.4,1.7,0.4,0.9,4.3,56.7,43.3,17.9,242.0,,,,,,,,,,
216,Sarah Greenwood,Public School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",23.6,0.0,0.0,0.3,1.5,51.6,48.4,16.5,427.0,,,,,,,,,,
217,Snowden International School at Copley,Public School,Boston,"09,10,11,12",35.3,6.6,0.5,0.7,2.1,47.4,52.6,17.7,371.0,70.7,13.4,,,,,,382.0,368.0,390.0
218,TechBoston Academy,Public School,Dorchester,"06,07,08,09,10,11,12",65.9,3.8,0.4,0.2,2.6,55.5,44.5,17.3,992.0,84.3,9.7,34.0,32.0,22.0,4.0,8.0,365.0,370.0,402.0
219,The English High,Public School,Jamaica Plain,"09,10,11,12",41.6,1.6,0.4,0.0,0.5,55.7,44.3,15.1,572.0,58.7,10.9,39.0,11.0,4.0,2.0,0.0,333.0,333.0,362.0
220,Thomas J Kenny,Public School,Dorchester,"PK,K,01,02,03,04,05",41.3,17.2,0.3,0.0,4.2,53.9,46.1,16.4,321.0,,,,,,,,,,
221,UP Academy Holland,Public School,Dorchester,"PK,K,01,02,03,04,05",43.5,4.6,0.0,0.1,6.5,50.9,49.1,31.8,752.0,,,,,,,,,,
222,Urban Science Academy,Public School,West Roxbury,"09,10,11,12",50.9,1.4,0.2,0.0,2.8,60.0,40.0,15.3,552.0,70.0,17.5,64.0,27.0,6.0,1.0,0.0,387.0,380.0,401.0
223,Warren-Prescott,Public School,Charlestown,"PK,K,01,02,03,04,05,06,07,08",13.7,5.3,0.3,0.2,4.6,53.6,46.4,18.9,562.0,,,,,,,,,,
224,Washington Irving Middle,Public School,Roslindale,"06,07,08",41.3,1.2,0.6,0.0,2.3,51.7,48.3,19.1,438.0,,,,,,,,,,
225,West Roxbury Academy,Public School,West Roxbury,"09,10,11,12",47.4,2.0,0.6,0.2,1.6,53.4,46.6,18.0,574.0,73.6,13.5,104.0,7.0,0.0,0.0,0.0,360.0,354.0,372.0
226,William E Russell,Public School,Dorchester,"PK,K,01,02,03,04,05",29.9,11.9,0.8,0.3,3.4,50.9,49.1,21.3,415.0,,,,,,,,,,
227,William Ellery Channing,Public School,Hyde Park,"PK,K,01,02,03,04,05",48.8,1.6,0.0,0.4,2.5,45.9,54.1,16.7,311.0,,,,,,,,,,
228,William H Ohrenberger,Public School,West Roxbury,"03,04,05,06,07,08",23.4,4.7,0.2,0.3,3.8,56.0,44.0,21.1,687.0,,,,,,,,,,
229,William McKinley,Public School,Boston,"K,01,02,03,04,05,06,07,08,09,10,11,12",47.8,0.9,0.3,0.0,3.3,72.4,27.6,6.7,389.0,29.4,47.1,,,,,,,,
230,William Monroe Trotter,Public School,Dorchester,"PK,K,01,02,03,04,05,06,07,08",59.9,0.6,0.0,0.7,3.5,52.1,47.9,22.3,537.0,,,,,,,,,,
231,Winship Elementary,Public School,Brighton,"PK,K,01,02,03,04,05",18.5,12.3,0.0,0.4,4.5,54.7,45.3,18.1,254.0,,,,,,,,,,
232,Young Achievers,Public School,Mattapan,"PK,K,01,02,03,04,05,06,07,08",52.6,0.0,0.2,0.0,1.5,51.4,48.6,17.1,559.0,,,,,,,,,,
233,Bourne High School,Public School,Bourne,"09,10,11,12",1.6,2.1,0.0,0.2,4.1,50.5,49.5,16.4,481.0,91.9,4.7,26.0,51.0,60.0,45.0,14.0,499.0,490.0,508.0
234,Bourne Middle School,Public School,Bourne,"05,06,07,08",1.4,2.4,0.8,0.0,3.0,49.1,50.9,20.3,761.0,,,,,,,,,,
235,Bournedale Elementary School,Public School,Bournedale,"PK,K,01,02,03,04",1.6,0.7,0.9,0.2,3.2,53.3,46.7,16.5,459.0,,,,,,,,,,
236,Peebles Elementary School,Public School,Bourne,"K,01,02,03,04",2.3,1.4,2.0,0.3,3.9,50.1,49.9,17.4,344.0,,,,,,,,,,
237,Harry Lee Cole,Public School,Boxford,"PK,K,01,02",0.0,4.6,0.3,0.0,4.9,55.4,44.6,12.5,313.0,,,,,,,,,,
238,Spofford Pond,Public School,Boxford,"03,04,05,06",0.2,3.3,0.0,0.2,2.3,50.9,49.1,16.3,429.0,,,,,,,,,,
239,Boylston Elementary,Public School,Boylston,"PK,K,01,02,03,04,05",1.4,4.8,0.7,0.0,3.8,48.1,51.9,18.0,305.0,,,,,,,,,,
240,Archie T Morrison,Public School,Braintree,"K,01,02,03,04,05",8.6,13.3,0.0,0.2,1.9,49.4,50.6,18.8,395.0,,,,,,,,,,
241,Braintree High,Public School,Braintree,"PK,09,10,11,12",5.9,13.1,0.1,0.1,0.8,50.0,50.0,16.1,1723.0,95.2,1.5,32.0,68.0,175.0,237.0,166.0,518.0,510.0,541.0
242,Donald Ross,Public School,Braintree,"K,01,02,03,04,05",7.1,17.7,1.4,0.0,1.4,55.0,45.0,19.0,301.0,,,,,,,,,,
243,East Middle School,Public School,Braintree,"06,07,08",6.8,13.5,0.4,0.0,1.9,51.4,48.6,17.7,765.0,,,,,,,,,,
244,Highlands,Public School,Braintree,"K,01,02,03,04,05",2.6,13.6,0.5,0.0,0.2,49.2,50.8,20.3,427.0,,,,,,,,,,
245,Hollis,Public School,Braintree,"K,01,02,03,04,05",2.8,17.2,0.5,0.0,1.4,53.1,46.9,13.9,428.0,,,,,,,,,,
246,Liberty,Public School,Braintree,"01,02,03,04,05",1.6,24.3,0.0,0.2,1.3,47.8,52.2,20.1,443.0,,,,,,,,,,
247,Mary E Flaherty School,Public School,Braintree,"K,01,02,03,04,05",2.2,22.4,0.3,0.0,1.9,49.6,50.4,20.9,362.0,,,,,,,,,,
248,Monatiquot Kindergarten Center,Public School,Braintree,K,5.0,16.8,0.4,0.0,2.7,51.1,48.9,17.9,286.0,,,,,,,,,,
249,South Middle School,Public School,Braintree,"06,07,08",2.2,16.1,0.1,0.0,1.0,48.7,51.3,18.6,675.0,,,,,,,,,,
250,Eddy Elementary,Public School,Brewster,"03,04,05",2.6,1.3,0.0,0.0,3.0,50.6,49.4,18.4,228.0,,,,,,,,,,
251,Stony Brook Elementary,Public School,Brewster,"PK,K,01,02",2.7,0.8,0.0,0.0,5.8,48.3,51.7,16.7,280.0,,,,,,,,,,
252,Brimfield Elementary,Public School,Brimfield,"PK,K,01,02,03,04,05,06",3.5,1.8,0.0,0.0,0.0,49.1,50.9,17.7,300.0,,,,,,,,,,
253,Ashfield Middle School,Public School,Brockton,"06,07,08",42.7,1.6,0.2,0.4,4.1,50.7,49.3,19.2,512.0,,,,,,,,,,
254,Barrett Russell School,Public School,Brockton,K,58.9,1.8,0.5,0.0,8.7,53.4,46.6,16.8,218.0,,,,,,,,,,
255,Brockton Champion High School,Public School,Brockton,"09,10,11,12",38.4,0.6,0.6,0.6,6.2,61.0,39.0,8.2,150.0,37.8,37.8,,,,,,,,
256,Brockton High,Public School,Brockton,"09,10,11,12",62.2,2.6,0.4,0.2,3.4,50.5,49.5,20.4,4327.0,89.9,4.7,116.0,177.0,88.0,44.0,12.0,440.0,428.0,453.0
257,Brookfield,Public School,Brockton,"K,01,02,03,04,05",55.4,1.7,0.2,0.3,3.6,52.5,47.5,20.8,727.0,,,,,,,,,,
258,Downey,Public School,Brockton,"K,01,02,03,04,05",51.5,2.1,0.9,0.5,6.6,56.6,43.4,15.1,651.0,,,,,,,,,,
259,Dr W Arnone Community School,Public School,Brockton,"K,01,02,03,04,05",62.0,0.2,1.0,0.0,7.5,54.2,45.8,22.7,849.0,,,,,,,,,,
260,East Middle School,Public School,Brockton,"06,07,08",69.8,0.7,0.0,0.6,4.1,55.2,44.8,18.1,556.0,,,,,,,,,,
261,Edgar B Davis,Public School,Brockton,"K,01,02,03,04,05,06,07,08",60.9,0.3,0.2,0.5,5.5,49.6,50.4,24.6,1061.0,,,,,,,,,,
262,Edison Academy,Public School,Brockton,"09,10,11,12",71.9,1.3,0.0,0.0,1.3,52.3,47.7,10.8,271.0,44.6,11.2,,,,,,,,
263,Frederick Douglass Academy,Public School,Brockton,"06,07,08,09,10,11,12",77.1,0.0,0.0,0.0,2.9,80.0,20.0,7.3,80.0,21.4,7.1,,,,,,,,
264,Gilmore School Early Childhood Center,Public School,Brockton,"PK,K",57.3,1.7,0.3,0.0,4.2,63.5,36.5,14.7,451.0,,,,,,,,,,
265,Goddard Alternative School,Public School,Brockton,"04,05,06,07,08,09,10,11,12",41.7,0.0,0.0,0.0,2.1,66.7,33.3,6.4,57.0,83.3,16.7,,,,,,,,
266,Hancock,Public School,Brockton,"K,01,02,03,04,05",46.0,3.6,0.4,0.3,4.8,50.4,49.6,24.1,693.0,,,,,,,,,,
267,Huntington,Public School,Brockton,"K,01,02,03,04,05",76.4,0.2,0.4,0.0,3.8,51.6,48.4,23.5,509.0,,,,,,,,,,
268,John F Kennedy,Public School,Brockton,"K,01,02,03,04,05",44.6,5.1,0.0,0.0,7.8,50.1,49.9,20.4,648.0,,,,,,,,,,
269,Joseph F. Plouffe Academy,Public School,Brockton,"06,07,08",39.2,2.6,0.4,0.1,5.9,48.2,51.8,22.5,705.0,,,,,,,,,,
270,Louis F Angelo Elementary,Public School,Brockton,"K,01,02,03,04,05",53.2,6.3,0.8,0.1,4.3,51.8,48.2,19.4,884.0,,,,,,,,,,
271,Manthala George Jr. School,Public School,Brockton,"K,01,02,03,04,05",36.4,0.4,0.8,0.0,4.0,50.5,49.5,20.0,906.0,,,,,,,,,,
272,Mary E. Baker School,Public School,Brockton,"K,01,02,03,04,05",50.2,1.7,0.1,0.0,4.0,51.8,48.2,19.6,747.0,,,,,,,,,,
273,North Middle School,Public School,Brockton,"06,07,08",70.9,2.1,0.2,0.4,3.0,53.0,47.0,18.9,612.0,,,,,,,,,,
274,Oscar F Raymond,Public School,Brockton,"K,01,02,03,04,05",76.5,0.7,0.5,0.0,3.5,53.1,46.9,25.1,781.0,,,,,,,,,,
275,South Middle School,Public School,Brockton,"06,07,08",51.3,3.1,0.0,0.4,6.4,52.8,47.2,22.0,567.0,,,,,,,,,,
276,West Middle School,Public School,Brockton,"06,07,08",50.6,3.5,0.3,0.5,5.4,49.8,50.2,22.6,706.0,,,,,,,,,,
277,Brookfield Elementary,Public School,Brookfield,"PK,K,01,02,03,04,05,06",0.3,0.0,0.3,0.0,4.7,49.4,50.6,20.3,324.0,,,,,,,,,,
278,Brookline Early Education Program at Beacon,Public School,Brookline,PK,3.3,15.0,0.0,0.0,15.0,50.0,50.0,15.0,75.0,,,,,,,,,,
279,Brookline Early Education Program at Putterham,Public School,Chestnut Hill,PK,4.7,29.7,0.0,0.0,15.6,60.9,39.1,13.5,81.0,,,,,,,,,,
280,Brookline High,Public School,Brookline,"PK,09,10,11,12",7.6,16.7,0.0,0.0,8.0,50.2,49.8,14.3,1978.0,93.4,3.8,5.0,39.0,133.0,263.0,371.0,599.0,590.0,617.0
281,Edith C Baker,Public School,Chestnut Hill,"K,01,02,03,04,05,06,07,08",5.1,25.4,0.0,0.3,7.9,50.8,49.2,18.4,780.0,,,,,,,,,,
282,Edward Devotion,Public School,Brookline,"K,01,02,03,04,05,06,07,08",4.9,12.9,0.0,0.0,10.0,51.9,48.1,18.8,861.0,,,,,,,,,,
283,Heath,Public School,Chestnut Hill,"PK,K,01,02,03,04,05,06,07,08",3.8,17.6,0.0,0.0,8.7,49.1,50.7,20.3,589.0,,,,,,,,,,
284,John D Runkle,Public School,Brookline,"PK,K,01,02,03,04,05,06,07,08",3.1,15.2,0.0,0.0,10.8,51.9,48.1,20.5,601.0,,,,,,,,,,
285,Lawrence,Public School,Brookline,"K,01,02,03,04,05,06,07,08",5.8,31.5,0.0,0.1,8.0,51.8,48.2,18.5,674.0,,,,,,,,,,
286,Michael Driscoll,Public School,Brookline,"PK,K,01,02,03,04,05,06,07,08",5.3,14.7,0.2,0.0,14.5,51.2,48.8,20.0,607.0,,,,,,,,,,
287,Pierce,Public School,Brookline,"K,01,02,03,04,05,06,07,08",5.2,20.7,0.0,0.0,8.3,48.8,51.2,20.1,829.0,,,,,,,,,,
288,The Lynch Center,Public School,Brookline,PK,8.8,17.6,0.0,0.0,11.8,60.3,39.7,11.5,69.0,,,,,,,,,,
289,William H Lincoln,Public School,Brookline,"K,01,02,03,04,05,06,07,08",9.9,22.2,0.0,0.0,7.5,49.5,50.5,17.7,576.0,,,,,,,,,,
290,Burlington High,Public School,Burlington,"PK,K,09,10,11,12",4.4,16.4,0.5,0.1,2.8,51.4,48.6,15.4,1162.0,97.2,1.6,24.0,60.0,110.0,111.0,101.0,521.0,517.0,540.0
291,Fox Hill,Public School,Burlington,"K,01,02,03,04,05",5.7,21.1,0.0,0.0,3.9,53.6,46.4,16.0,372.0,,,,,,,,,,
292,Francis Wyman Elementary,Public School,Burlington,"K,01,02,03,04,05",9.8,19.8,0.2,0.0,2.8,49.1,50.9,16.2,505.0,,,,,,,,,,
293,Marshall Simonds Middle,Public School,Burlington,"06,07,08",5.6,11.3,0.4,0.0,4.1,53.0,46.9,21.2,852.0,,,,,,,,,,
294,Memorial,Public School,Burlington,"K,01,02,03,04,05",5.2,18.1,0.5,0.0,5.7,52.1,47.9,16.2,396.0,,,,,,,,,,
295,Pine Glen Elementary,Public School,Burlington,"K,01,02,03,04,05",3.1,16.0,0.0,0.0,3.7,45.6,54.4,14.1,283.0,,,,,,,,,,
296,Amigos School,Public School,Cambridge,"PK,K,01,02,03,04,05,06,07,08",5.0,3.4,0.0,0.0,9.2,44.3,55.7,16.3,366.0,,,,,,,,,,
297,Cambridge Rindge and Latin,Public School,Cambridge,"09,10,11,12",30.3,11.9,0.6,0.2,4.7,51.8,48.2,15.5,1928.0,92.5,4.7,36.0,64.0,127.0,156.0,211.0,521.0,514.0,526.0
298,Cambridge Street Upper School,Public School,Cambridge,"06,07,08",30.3,9.6,1.1,0.4,5.7,49.8,50.2,16.9,258.0,,,,,,,,,,
299,Cambridgeport,Public School,Cambridge,"PK,K,01,02,03,04,05",19.9,8.0,0.0,0.0,8.0,55.0,45.0,16.3,316.0,,,,,,,,,,
300,Fletcher/Maynard Academy,Public School,Cambridge,"PK,K,01,02,03,04,05",49.6,8.8,0.4,0.0,5.4,51.5,48.5,10.9,262.0,,,,,,,,,,
301,Graham and Parks,Public School,Cambridge,"PK,K,01,02,03,04,05",18.9,20.9,0.0,0.0,5.1,51.0,49.0,15.8,375.0,,,,,,,,,,
302,Haggerty,Public School,Cambridge,"PK,K,01,02,03,04,05",22.5,13.4,0.0,0.0,11.5,49.8,50.2,15.1,259.0,,,,,,,,,,
303,John M Tobin,Public School,Cambridge,"PK,K,01,02,03,04,05",25.1,15.1,0.7,0.0,9.6,50.9,49.1,8.1,279.0,,,,,,,,,,
304,Kennedy-Longfellow,Public School,Cambridge,"PK,K,01,02,03,04,05",18.4,19.9,0.0,0.0,6.8,52.3,47.7,14.4,276.0,,,,,,,,,,
305,King Open,Public School,Cambridge,"PK,K,01,02,03,04,05",18.2,8.9,0.3,0.0,10.2,52.6,47.4,12.1,321.0,,,,,,,,,,
306,Maria L. Baldwin,Public School,Cambridge,"PK,K,01,02,03,04,05",17.4,9.6,0.3,0.0,11.2,48.9,51.1,16.3,351.0,,,,,,,,,,
307,Martin Luther King Jr.,Public School,Cambridge,"PK,K,01,02,03,04,05",26.2,22.4,0.0,0.0,17.4,50.5,49.5,15.7,310.0,,,,,,,,,,
308,Morse,Public School,Cambridge,"PK,K,01,02,03,04,05",23.2,13.1,0.7,0.3,10.5,52.9,47.1,13.1,309.0,,,,,,,,,,
309,Peabody,Public School,Cambridge,"PK,K,01,02,03,04,05",24.4,12.3,0.0,0.0,7.6,47.8,52.2,19.5,318.0,,,,,,,,,,
310,Putnam Avenue Upper School,Public School,Cambridge,"06,07,08",35.9,10.7,0.4,1.1,8.8,47.7,52.3,17.8,263.0,,,,,,,,,,
311,Rindge Avenue Upper School,Public School,Cambridge,"06,07,08",30.9,9.8,0.7,0.4,7.6,52.7,47.3,19.0,278.0,,,,,,,,,,
312,Vassal Lane Upper School,Public School,Cambridge,"06,07,08",26.1,14.2,0.7,0.4,7.8,48.5,51.5,17.9,287.0,,,,,,,,,,
313,Canton High,Public School,Canton,"09,10,11,12",10.8,9.1,0.0,0.1,3.9,48.8,51.0,17.1,955.0,97.3,0.9,51.0,100.0,140.0,110.0,61.0,520.0,507.0,537.0
314,Dean S Luce,Public School,Canton,"K,01,02,03,04,05",10.0,12.6,0.2,0.8,6.3,48.0,52.0,18.2,514.0,,,,,,,,,,
315,John F Kennedy,Public School,Canton,"K,01,02,03,04,05",5.4,11.5,0.0,0.0,4.2,53.6,46.4,20.4,495.0,,,,,,,,,,
316,Lt Peter M Hansen,Public School,Canton,"K,01,02,03,04,05",13.7,10.8,0.0,0.0,6.0,48.4,51.6,20.1,479.0,,,,,,,,,,
317,Rodman Early Childhood Center,Public School,Canton,PK,21.1,7.8,0.0,0.0,5.6,56.7,43.3,13.1,92.0,,,,,,,,,,
318,Wm H Galvin Middle,Public School,Canton,"06,07,08",11.3,10.1,0.0,0.1,3.9,49.2,50.8,19.7,806.0,,,,,,,,,,
319,Carlisle School,Public School,Carlisle,"PK,K,01,02,03,04,05,06,07,08",0.5,11.5,0.0,0.0,8.6,54.9,45.1,18.1,613.0,,,,,,,,,,
320,Carver Elementary School,Public School,Carver,"PK,K,01,02,03,04,05",1.3,0.3,0.0,0.1,1.0,50.4,49.6,17.8,812.0,,,,,,,,,,
321,Carver Middle/High School,Public School,Carver,"06,07,08,09,10,11,12",1.3,0.2,0.1,0.1,1.6,50.7,49.3,15.5,829.0,90.4,5.8,34.0,58.0,48.0,25.0,26.0,514.0,496.0,517.0
322,Byam School,Public School,Chelmsford,"K,01,02,03,04",2.0,9.7,0.8,0.0,3.0,56.8,43.2,23.3,490.0,,,,,,,,,,
